album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
кронштейны,26,45,Исполнительная схема монтажа кронштейнов на фасаде в/о 13/И-В,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС кронштейнов на фасаде в_о 13_И-В.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1GhYa2AP5i8xDmt7QOim2EbCbfVEtHOCR/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,34,34,026__ИС кронштейнов на фасаде в_о 13_И-В.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1GhYa2AP5i8xDmt7QOim2EbCbfVEtHOCR_ИС кронштейнов на фасаде в_о 13_И-В.pdf"", ""label"": ""ИС кронштейнов на фасаде в_о 13_И-В.pdf"", ""pages"": [], ""drive_id"": ""1GhYa2AP5i8xDmt7QOim2EbCbfVEtHOCR"", ""sha256"": ""8cc3eee5cf572aadac5d6d0c85d5dfd95b9dcdad7ce70ec1f65bd7ff512fac0e"", ""page_count"": 1}]",
кронштейны,27,46,Исполнительная схема монтажа кронштейнов на фасаде в/о 13/И-В. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС кронштейнов на фасаде в_о 13_И-В  Узлы.pdf,Анохин / Фасад в осях 13_И-В,https://drive.google.com/file/d/1OUz7N2t29yjEiOCEeFHhBkZA81FIjfCl/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,35,35,027__ИС кронштейнов на фасаде в_о 13_И-В Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1OUz7N2t29yjEiOCEeFHhBkZA81FIjfCl_ИС кронштейнов на фасаде в_о 13_И-В Узлы.pdf"", ""label"": ""ИС кронштейнов на фасаде в_о 13_И-В  Узлы.pdf"", ""pages"": [], ""drive_id"": ""1OUz7N2t29yjEiOCEeFHhBkZA81FIjfCl"", ""sha256"": ""57b46d165142fdf5b20c9f80677ee0f0c68605792ec427b7f40a52f1a6c91058"", ""page_count"": 1}]",
кронштейны,28,47,Исполнительная схема монтажа кронштейнов на фасаде в/о 17/А-Т,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС кронштейнов на фасаде в_о 17_А-Т.pdf,Анохин / Фасад в осях 17_А-Т,https://drive.google.com/file/d/1oEegk8LANsdOWQQeAQZVV32N4N2MwRPh/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,36,36,028__ИС кронштейнов на фасаде в_о 17_А-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1oEegk8LANsdOWQQeAQZVV32N4N2MwRPh_ИС кронштейнов на фасаде в_о 17_А-Т.pdf"", ""label"": ""ИС кронштейнов на фасаде в_о 17_А-Т.pdf"", ""pages"": [], ""drive_id"": ""1oEegk8LANsdOWQQeAQZVV32N4N2MwRPh"", ""sha256"": ""b5a04ce53c5a591a4161b6ae508556b36ed37ce1e56b3895b4b5a080dc2821b8"", ""page_count"": 1}]",
кронштейны,29,48,Акт испытаний крепежных элементов,№ 23-6965-2 от 27.09.2023 г.,"ООО ""ГК ""ФИКСАР""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,"Акт № 23-6965-2 ДФ-Б10х80ТД (бет) 3,44 кН.pdf",М082-2322-09-НФС изм.1 / 1.Акты испытаний,https://drive.google.com/file/d/1OkBNwIhPAcvqqk-kLEQb6TASHenm_fsU/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,37,50,"029__Акт № 23-6965-2 ДФ-Б10х80ТД (бет) 3,44 кН.pdf","[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1OkBNwIhPAcvqqk-kLEQb6TASHenm_fsU_Акт № 23-6965-2 ДФ-Б10х80ТД (бет) 3,44 кН.pdf"", ""label"": ""Акт № 23-6965-2 ДФ-Б10х80ТД (бет) 3,44 кН.pdf"", ""pages"": [], ""drive_id"": ""1OkBNwIhPAcvqqk-kLEQb6TASHenm_fsU"", ""sha256"": ""a9a113966479b3756c779bf0bcbfddfab8869d4c5c5ad7a3aef074599ad56627"", ""page_count"": 14}]",
кронштейны,30,49,Акт испытаний крепежных элементов,№ 23-7111-2 от 23.10.2023 г.,"ООО ""ГК ""ФИКСАР""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Акт № 23-7111-2 АНФ-Б10х115ТД (кббл) (7).pdf,М082-2322-09-НФС изм.1 / 1.Акты испытаний,https://drive.google.com/file/d/1XiyCDKek7pJvcsrRJJPAMPa7UpTsmCFN/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,51,64,030__Акт № 23-7111-2 АНФ-Б10х115ТД (кббл) (7).pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1XiyCDKek7pJvcsrRJJPAMPa7UpTsmCFN_Акт № 23-7111-2 АНФ-Б10х115ТД (кббл) (7).pdf"", ""label"": ""Акт № 23-7111-2 АНФ-Б10х115ТД (кббл) (7).pdf"", ""pages"": [], ""drive_id"": ""1XiyCDKek7pJvcsrRJJPAMPa7UpTsmCFN"", ""sha256"": ""3462c18a261c289772d4431ac58d25e632b15b7f3753ddae3c4182b56c129431"", ""page_count"": 14}]",
кронштейны,31,50,Протокол испытания анкерных креплений,№ АК-001 от 18.02.2025 г.,"ООО ""СПИЛЦ""",НЕТ В АРХИВЕ,,,,"Точного файла по АК-001 в структуре фасадов не найдено. Поиск дал только возможное совпадение scan_0264.pdf, требуется ручная проверка.",НАЙДЕНО И OCR-ПОДТВЕРЖДЕНО,False,OCR обнаружил АК-001,65,66,"031__scan_0264.pdf — АК-001, страницы 1, 2.pdf","[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/scan_0264.pdf"", ""label"": ""scan_0264.pdf — АК-001, страницы 1, 2"", ""pages"": [1, 2], ""drive_id"": ""1Q_6hTMAUUdrSu8BZA4pCIH2-EWv6ktbm"", ""sha256"": ""fc22cd403c46073f1ba5b4c2ac0b3c9cfa347dc5255074e3059ec758a5c3e378"", ""page_count"": 2}]",
кронштейны,32,51,Протокол испытания анкерных креплений,№ АК-002 от 18.02.2025 г.,"ООО ""СПИЛЦ""",НЕТ В АРХИВЕ,,,,"Точного файла по АК-002 в структуре фасадов не найдено. Поиск дал только возможное совпадение scan_0264.pdf, требуется ручная проверка.",НАЙДЕНО И OCR-ПОДТВЕРЖДЕНО,False,OCR обнаружил АК-002,67,68,"032__scan_0264.pdf — АК-002, страницы 3, 4.pdf","[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/scan_0264.pdf"", ""label"": ""scan_0264.pdf — АК-002, страницы 3, 4"", ""pages"": [3, 4], ""drive_id"": ""1Q_6hTMAUUdrSu8BZA4pCIH2-EWv6ktbm"", ""sha256"": ""fc22cd403c46073f1ba5b4c2ac0b3c9cfa347dc5255074e3059ec758a5c3e378"", ""page_count"": 2}]",
утепление 1 слой,1,6,Паспорт на изделие теплоизоляцион. из камен. ваты ВЕНТИ БАТТС Н 100 мм,№ 02.01.24/3/POER-11107.1.1 от 02.01.2024 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт 02.01.24_3_POER-11107.1.1 Венти Баттс Н 100 мм.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1wyTS1PvWyDJtxIlnD7YXHe3XW7Dnctk4/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,3,3,001__Паспорт 02.01.24_3_POER-11107.1.1 Венти Баттс Н 100 мм.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1wyTS1PvWyDJtxIlnD7YXHe3XW7Dnctk4_Паспорт 02.01.24_3_POER-11107.1.1 Венти Баттс Н 100 мм.pdf"", ""label"": ""Паспорт 02.01.24_3_POER-11107.1.1 Венти Баттс Н 100 мм.pdf"", ""pages"": [], ""drive_id"": ""1wyTS1PvWyDJtxIlnD7YXHe3XW7Dnctk4"", ""sha256"": ""d53fcf14104536a9eba860bdfee2565453bf502acbbcf096d7c3e8222a477fde"", ""page_count"": 1}]",
утепление 1 слой,2,7,Паспорт на изделие теплоизоляцион. из камен. ваты ВЕНТИ БАТТС Н 100 мм,№ 21.01.24/3/POER-527.1.1 от 22.01.2024 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт 2101.24 _3_POER-527.1. Венти Баттс Н 100 мм.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1A1UpbDLl3JrN5bf568Ex3SSNaBZYgocT/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,4,4,002__Паспорт 2101.24 _3_POER-527.1. Венти Баттс Н 100 мм.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1A1UpbDLl3JrN5bf568Ex3SSNaBZYgocT_Паспорт 2101.24 _3_POER-527.1. Венти Баттс Н 100 мм.pdf"", ""label"": ""Паспорт 2101.24 _3_POER-527.1. Венти Баттс Н 100 мм.pdf"", ""pages"": [], ""drive_id"": ""1A1UpbDLl3JrN5bf568Ex3SSNaBZYgocT"", ""sha256"": ""b72a761036d28c5a19634841384246675c2b1db09c0ffb46b457a2955ffe43c6"", ""page_count"": 1}]",
утепление 1 слой,3,8,Паспорт на изделие теплоизоляцион. из камен. ваты ВЕНТИ БАТТС Н 100 мм,№ 25.01.24/1/124000092.1.1 от 25.01.2024 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт 25.01.24_1_124000092.1.1 Вентибаттс Н 100 мм 1.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1bF0DDLmfBwHjlIjV79fPvzlHlJSUJfDP/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,5,5,003__Паспорт 25.01.24_1_124000092.1.1 Вентибаттс Н 100 мм 1.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1bF0DDLmfBwHjlIjV79fPvzlHlJSUJfDP_Паспорт 25.01.24_1_124000092.1.1 Вентибаттс Н 100 мм 1.pdf"", ""label"": ""Паспорт 25.01.24_1_124000092.1.1 Вентибаттс Н 100 мм 1.pdf"", ""pages"": [], ""drive_id"": ""1bF0DDLmfBwHjlIjV79fPvzlHlJSUJfDP"", ""sha256"": ""5afb92d6a703f50903ea4729d9648c4c48692b58a14e0c3389a297c0a7f860af"", ""page_count"": 1}]",
утепление 1 слой,4,9,Паспорт на изделие теплоизоляцион. из камен. ваты ВЕНТИ БАТТС Н 100 мм,№ 25.01.24/3/124000092.1.1 от 25.01.2024 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт 25.01.24_3_124000092.1.1 Венти Баттс Н 100 мм.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1yDTzN5rAtgSpL-p4lGlA6LromtkQbSI6/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,6,6,004__Паспорт 25.01.24_3_124000092.1.1 Венти Баттс Н 100 мм.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1yDTzN5rAtgSpL-p4lGlA6LromtkQbSI6_Паспорт 25.01.24_3_124000092.1.1 Венти Баттс Н 100 мм.pdf"", ""label"": ""Паспорт 25.01.24_3_124000092.1.1 Венти Баттс Н 100 мм.pdf"", ""pages"": [], ""drive_id"": ""1yDTzN5rAtgSpL-p4lGlA6LromtkQbSI6"", ""sha256"": ""63a70f28a3f3ddbdca13a534d4b791eace3e69d33c5f3f912327ff433bafa288"", ""page_count"": 1}]",
утепление 1 слой,5,10,Сертификат соответствия на изделия теплоизоляционные из каменной ваты,№ РОСС С-RU.ЧС13.В.00360/20 с 20.04.2020 г. по 20.04.2025 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ПожСерт.соотв RU C-RU.ЧС13.В.00360_20.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1Lwc2HCtKH5JLqeSV_WYmmCnZ8Kpq-quI/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,7,11,005__ПожСерт.соотв RU C-RU.ЧС13.В.00360_20.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Lwc2HCtKH5JLqeSV_WYmmCnZ8Kpq-quI_ПожСерт.соотв RU C-RU.ЧС13.В.00360_20.pdf"", ""label"": ""ПожСерт.соотв RU C-RU.ЧС13.В.00360_20.pdf"", ""pages"": [], ""drive_id"": ""1Lwc2HCtKH5JLqeSV_WYmmCnZ8Kpq-quI"", ""sha256"": ""39c2a87900de7d12d7cecf2114a744870a0d28549ffe810f025e92f951455b62"", ""page_count"": 5}]",
утепление 1 слой,6,11,Экспертное заключение о соответствии продукции Единым санитарно-эпидемиологическим и гигиеническим требованиям,№ 2208/04 от 26.08.2022 г.,"ООО ""РОКВУЛ""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Экспетное заключение 2208_04 на РОКВУЛ.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1EMeCz7b7R_6oLtxQtoYsqKeywR_IJ5mm/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,12,13,006__Экспетное заключение 2208_04 на РОКВУЛ.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1EMeCz7b7R_6oLtxQtoYsqKeywR_IJ5mm_Экспетное заключение 2208_04 на РОКВУЛ.pdf"", ""label"": ""Экспетное заключение 2208_04 на РОКВУЛ.pdf"", ""pages"": [], ""drive_id"": ""1EMeCz7b7R_6oLtxQtoYsqKeywR_IJ5mm"", ""sha256"": ""2ba860f45972a1c8820aba030ee6d45777bae7b77ec4ac88aad17a65711a5d23"", ""page_count"": 2}]",
утепление 1 слой,7,12,Паспорт качества на дюбель для теплоизоляции IZL-T,№ УТ-11150 от 15.06.2023 г.,"ООО ""ТПК Тех-КРЕП""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Паспорт качества на дюбель тарельчатый.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1riuYEjDf4vs7e2cW0zywacfz3P5h0nP-/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,14,14,007__Паспорт качества на дюбель тарельчатый.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1riuYEjDf4vs7e2cW0zywacfz3P5h0nP-_Паспорт качества на дюбель тарельчатый.pdf"", ""label"": ""Паспорт качества на дюбель тарельчатый.pdf"", ""pages"": [], ""drive_id"": ""1riuYEjDf4vs7e2cW0zywacfz3P5h0nP-"", ""sha256"": ""41bc1ec1ce5f45e6310a3795a47d71b8120577bf55eab76deb4cb6fc50c1b10c"", ""page_count"": 1}]",
утепление 1 слой,8,13,Сертификат соответствия на изделия крепежные из полимерных материалов,№ РОСС RU.НВ61.Н14338 с 12.10.2020 г. по 11.10.2023 г.,"Торговая марка ""Тех-КРЕП""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Сертификат соответстаия № РОСС RU.HB61.H14338 на дюбель.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1NZkv515fZ23b8Jtx_7iHJMH98fN8KqQ1/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,15,17,008__Сертификат соответстаия № РОСС RU.HB61.H14338 на дюбель.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1NZkv515fZ23b8Jtx_7iHJMH98fN8KqQ1_Сертификат соответстаия № РОСС RU.HB61.H14338 на дюбель.pdf"", ""label"": ""Сертификат соответстаия № РОСС RU.HB61.H14338 на дюбель.pdf"", ""pages"": [], ""drive_id"": ""1NZkv515fZ23b8Jtx_7iHJMH98fN8KqQ1"", ""sha256"": ""ea8772d52ec74f712e7b631c4d81b85363a1c1db0f0133eded6019739693b234"", ""page_count"": 3}]",
утепление 1 слой,9,14,Сертификат соответствия на изделия крепежные из полимерных материалов,№ РОСС RU. З2001.04ИБФ1.ОСП28.40001 с 27.09.2023 г. по 26.09.2026 г.,"ООО ""ТПК Тех-КРЕП""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Сертификат соответствия № РОСС RU.32001.04ИБФ1.ОСП28.40001 на дюбель.pdf,Утеплитель для фасада,https://drive.google.com/file/d/1kyF47c16lOfI1aDWO9ByI7EeX0vVLQYh/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,18,20,009__Сертификат соответствия № РОСС RU.32001.04ИБФ1.ОСП28.40001 на дюбель.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1kyF47c16lOfI1aDWO9ByI7EeX0vVLQYh_Сертификат соответствия № РОСС RU.32001.04ИБФ1.ОСП28.40001 на дюбель.pdf"", ""label"": ""Сертификат соответствия № РОСС RU.32001.04ИБФ1.ОСП28.40001 на дюбель.pdf"", ""pages"": [], ""drive_id"": ""1kyF47c16lOfI1aDWO9ByI7EeX0vVLQYh"", ""sha256"": ""0f2ad055e0c23463b896e796f6b4fd31a2a1d8415f0762885166b784788e7b50"", ""page_count"": 3}]",
утепление 1 слой,10,15,Исполнительная схема монтажа 1-го слоя утеплителя НВФ в/о 1/Т-Е,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утепления фасада 1 слой в_о 1_Е-Т.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1DCx30o6rNTd7tUYS7gDrmwPNJPYgG_J2/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,21,21,010__ИС утепления фасада 1 слой в_о 1_Е-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1DCx30o6rNTd7tUYS7gDrmwPNJPYgG_J2_ИС утепления фасада 1 слой в_о 1_Е-Т.pdf"", ""label"": ""ИС утепления фасада 1 слой в_о 1_Е-Т.pdf"", ""pages"": [], ""drive_id"": ""1DCx30o6rNTd7tUYS7gDrmwPNJPYgG_J2"", ""sha256"": ""ed2fe88d7eaa1b75dc2037eb38bef1ee25afaf58f3484f3861b17f366c4c312c"", ""page_count"": 1}]",
утепление 1 слой,11,16,Исполнительная схема монтажа 1-го слоя утеплителя НВФ в/о 1-7/Е-Ж,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утепления фасада 1 слой в_о 1-7_Е-Ж.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1ETNlSVw1bN-_VhNC6fLOYzXk40tdljRc/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,22,22,011__ИС утепления фасада 1 слой в_о 1-7_Е-Ж.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ETNlSVw1bN-_VhNC6fLOYzXk40tdljRc_ИС утепления фасада 1 слой в_о 1-7_Е-Ж.pdf"", ""label"": ""ИС утепления фасада 1 слой в_о 1-7_Е-Ж.pdf"", ""pages"": [], ""drive_id"": ""1ETNlSVw1bN-_VhNC6fLOYzXk40tdljRc"", ""sha256"": ""b07d92aa0224e2dbf5aa15e65c0f60aa77aef9dca8a6670c139fa2a0fda08e3e"", ""page_count"": 1}]",
утепление 1 слой,12,17,Исполнительная схема монтажа 1-го слоя утеплителя НВФ в/о 17-1/Т (лист 7),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС утеления 1 слой на фасаде в_о 17-1_Т лист 1.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1r1Fg1g5vupYQd5I7iHiigUZM-xqiyybJ/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,23,23,012__ИС утеления 1 слой на фасаде в_о 17-1_Т лист 1.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1r1Fg1g5vupYQd5I7iHiigUZM-xqiyybJ_ИС утеления 1 слой на фасаде в_о 17-1_Т лист 1.pdf"", ""label"": ""ИС утеления 1 слой на фасаде в_о 17-1_Т лист 1.pdf"", ""pages"": [], ""drive_id"": ""1r1Fg1g5vupYQd5I7iHiigUZM-xqiyybJ"", ""sha256"": ""30d383c6b4ba8862dcf4ce07298cb19ca870edff683831449341bb9cea132c48"", ""page_count"": 1}]",
